timestamp,conversation_id,conversation_type,combination_id,combination_name,status,failure_reason,node_count,node_score,keyword_overlap,max_depth,depth_score,total_score,elapsed_time
2025-11-08 05:16:56,conv_013,brainstorming,comb_09,strict_timeline,success,,22.0,0.886,0.8,4.0,0.814,77.99,11.99
2025-11-08 05:18:22,conv_013,brainstorming,comb_10,hybrid_s1d2_hier,success,,22.0,0.934,0.826,5.0,0.884,84.63,10.35
2025-11-08 05:18:10,conv_013,brainstorming,comb_11,hybrid_s1d2_force,success,,27.0,0.941,0.722,2.0,0.88,77.28,8.47
2025-11-08 05:15:52,conv_013,brainstorming,comb_12,hybrid_d1s2_radial,success,,19.0,0.815,0.828,6.0,0.528,79.57,11.07
2025-11-08 05:18:07,conv_013,brainstorming,comb_13,hybrid_str1d2_radial,success,,9.0,0.408,0.779,4.0,0.989,80.34,9.41
2025-11-08 05:14:21,conv_013,brainstorming,comb_14,hybrid_d1str2_timeline,success,,27.0,0.882,0.764,4.0,0.987,89.57,10.28
2025-11-08 05:34:49,conv_013,brainstorming,comb_15,hybrid_all_hier,success,,20.0,0.963,0.756,3.0,0.918,79.39,10.16
2025-11-08 05:31:28,conv_014,brainstorming,comb_01,simple_hierarchical,success,,12.0,0.854,0.601,5.0,0.871,66.84,5.7
2025-11-08 05:30:09,conv_014,brainstorming,comb_02,simple_force,success,,23.0,0.879,0.694,5.0,0.948,72.82,5.05
2025-11-08 05:11:44,conv_014,brainstorming,comb_03,simple_radial,success,,16.0,0.933,0.749,4.0,0.882,74.35,8.45
2025-11-08 05:27:08,conv_014,brainstorming,comb_04,detailed_hierarchical,success,,22.0,0.84,0.826,5.0,0.811,85.38,9.29
2025-11-08 05:42:33,conv_014,brainstorming,comb_05,detailed_force,success,,15.0,0.814,0.625,4.0,0.949,70.41,8.95
2025-11-08 05:38:27,conv_014,brainstorming,comb_06,detailed_radial,success,,14.0,0.975,0.632,5.0,0.991,62.24,7.92
2025-11-08 05:22:25,conv_014,brainstorming,comb_07,strict_hierarchical,success,,18.0,0.935,0.899,5.0,0.892,88.33,8.75
2025-11-08 05:35:51,conv_014,brainstorming,comb_08,strict_force,success,,26.0,0.859,0.724,2.0,0.883,75.54,11.91
2025-11-08 05:41:51,conv_014,brainstorming,comb_09,strict_timeline,success,,14.0,0.849,0.657,4.0,0.844,72.69,15.44
2025-11-08 05:25:05,conv_014,brainstorming,comb_10,hybrid_s1d2_hier,success,,5.0,0.648,0.906,2.0,0.899,92.77,12.56
2025-11-08 05:26:05,conv_014,brainstorming,comb_11,hybrid_s1d2_force,success,,27.0,0.971,0.833,3.0,0.912,84.59,9.11
2025-11-08 05:10:26,conv_014,brainstorming,comb_12,hybrid_d1s2_radial,success,,7.0,0.617,0.806,3.0,0.964,85.77,9.13
2025-11-08 05:28:04,conv_014,brainstorming,comb_13,hybrid_str1d2_radial,success,,18.0,0.949,0.825,4.0,0.93,80.88,9.58
2025-11-08 05:26:21,conv_014,brainstorming,comb_14,hybrid_d1str2_timeline,success,,15.0,0.874,0.755,4.0,0.809,80.1,9.0
2025-11-08 05:45:01,conv_014,brainstorming,comb_15,hybrid_all_hier,success,,15.0,0.885,0.775,5.0,0.935,80.78,9.99
2025-11-08 05:35:15,conv_015,brainstorming,comb_01,simple_hierarchical,success,,25.0,0.971,0.665,4.0,0.877,69.36,5.55
2025-11-08 05:17:28,conv_015,brainstorming,comb_02,simple_force,success,,10.0,0.89,0.698,2.0,0.854,66.98,6.35
2025-11-08 05:34:39,conv_015,brainstorming,comb_03,simple_radial,success,,7.0,0.565,0.647,4.0,0.892,63.83,11.13
2025-11-08 05:40:33,conv_015,brainstorming,comb_04,detailed_hierarchical,success,,8.0,0.655,0.729,5.0,0.972,71.79,8.41
2025-11-08 05:30:21,conv_015,brainstorming,comb_05,detailed_force,success,,21.0,0.993,0.777,3.0,1.0,76.53,8.33
2025-11-08 05:12:22,conv_015,brainstorming,comb_06,detailed_radial,success,,21.0,0.803,0.695,3.0,0.941,69.28,7.78
2025-11-08 05:11:06,conv_015,brainstorming,comb_07,strict_hierarchical,success,,26.0,0.935,0.682,6.0,0.569,77.7,11.8
2025-11-08 05:46:52,conv_015,brainstorming,comb_08,strict_force,success,,19.0,0.935,0.849,3.0,0.822,86.14,13.16
2025-11-08 05:35:36,conv_015,brainstorming,comb_09,strict_timeline,success,,22.0,0.883,0.747,4.0,0.891,83.86,11.18
2025-11-08 05:11:54,conv_015,brainstorming,comb_10,hybrid_s1d2_hier,success,,20.0,0.898,0.824,3.0,0.915,88.55,9.43
2025-11-08 05:47:19,conv_015,brainstorming,comb_11,hybrid_s1d2_force,success,,16.0,0.921,0.762,5.0,0.9,74.27,13.3
2025-11-08 05:42:47,conv_015,brainstorming,comb_12,hybrid_d1s2_radial,success,,28.0,0.988,0.812,4.0,0.87,80.75,10.48
2025-11-08 05:27:02,conv_015,brainstorming,comb_13,hybrid_str1d2_radial,success,,16.0,0.895,0.681,5.0,0.82,79.04,7.41
2025-11-08 05:43:09,conv_015,brainstorming,comb_14,hybrid_d1str2_timeline,success,,27.0,0.813,0.727,4.0,0.98,81.45,9.84
2025-11-08 05:14:37,conv_015,brainstorming,comb_15,hybrid_all_hier,success,,20.0,0.896,0.743,5.0,0.925,73.86,8.3
2025-11-08 05:30:02,conv_016,info_search,comb_01,simple_hierarchical,success,,20.0,0.933,0.69,5.0,0.968,68.6,12.64
2025-11-08 05:47:28,conv_016,info_search,comb_02,simple_force,success,,17.0,0.872,0.789,3.0,0.825,77.19,6.65
2025-11-08 05:48:15,conv_016,info_search,comb_03,simple_radial,success,,15.0,0.994,0.686,4.0,0.826,66.15,8.2
2025-11-08 05:18:36,conv_016,info_search,comb_04,detailed_hierarchical,success,,15.0,0.988,0.889,2.0,0.946,86.4,9.12
2025-11-08 05:25:43,conv_016,info_search,comb_05,detailed_force,success,,28.0,0.811,0.756,2.0,0.83,81.7,7.55
2025-11-08 05:31:55,conv_016,info_search,comb_06,detailed_radial,success,,17.0,0.893,0.723,5.0,0.897,72.2,8.76
2025-11-08 05:36:37,conv_016,info_search,comb_07,strict_hierarchical,success,,6.0,0.546,0.867,4.0,0.81,83.96,8.19
2025-11-08 05:46:47,conv_016,info_search,comb_08,strict_force,success,,15.0,0.922,0.737,2.0,0.922,81.3,10.4
2025-11-08 05:14:37,conv_016,info_search,comb_09,strict_timeline,success,,10.0,0.95,0.644,5.0,0.955,68.8,10.04
2025-11-08 05:52:18,conv_016,info_search,comb_10,hybrid_s1d2_hier,success,,23.0,0.989,0.787,4.0,0.87,76.61,11.8
2025-11-08 05:26:38,conv_016,info_search,comb_11,hybrid_s1d2_force,success,,23.0,0.828,0.698,2.0,0.818,76.45,15.95
2025-11-08 05:51:51,conv_016,info_search,comb_12,hybrid_d1s2_radial,success,,13.0,0.89,0.827,3.0,0.849,80.04,8.45
2025-11-08 05:40:27,conv_016,info_search,comb_13,hybrid_str1d2_radial,success,,29.0,0.88,0.824,4.0,0.951,80.19,8.52
2025-11-08 05:31:17,conv_016,info_search,comb_14,hybrid_d1str2_timeline,success,,18.0,0.823,0.824,4.0,0.947,83.5,8.96
2025-11-08 05:37:31,conv_016,info_search,comb_15,hybrid_all_hier,success,,16.0,0.913,0.586,3.0,0.882,59.67,10.38
2025-11-08 05:17:06,conv_017,info_search,comb_01,simple_hierarchical,success,,17.0,0.94,0.647,5.0,0.835,66.45,5.97
2025-11-08 05:25:38,conv_017,info_search,comb_02,simple_force,success,,27.0,0.845,0.636,2.0,0.828,65.33,6.47
2025-11-08 05:16:20,conv_017,info_search,comb_03,simple_radial,success,,21.0,0.913,0.646,5.0,0.962,72.87,6.91
2025-11-08 05:29:41,conv_017,info_search,comb_04,detailed_hierarchical,success,,30.0,0.807,0.745,4.0,0.85,78.79,7.56
2025-11-08 05:53:18,conv_017,info_search,comb_05,detailed_force,success,,16.0,0.93,0.584,3.0,0.881,65.2,9.75
2025-11-08 05:48:37,conv_017,info_search,comb_06,detailed_radial,success,,14.0,0.932,0.739,4.0,0.911,85.54,7.32
2025-11-08 05:44:17,conv_017,info_search,comb_07,strict_hierarchical,success,,5.0,0.427,0.722,4.0,0.906,79.64,10.97
2025-11-08 05:32:12,conv_017,info_search,comb_08,strict_force,success,,25.0,0.876,0.819,3.0,0.85,79.32,11.39
2025-11-08 05:23:00,conv_017,info_search,comb_09,strict_timeline,success,,12.0,0.842,0.852,5.0,0.961,83.37,13.61
2025-11-08 05:31:16,conv_017,info_search,comb_10,hybrid_s1d2_hier,success,,13.0,0.845,0.815,5.0,0.883,89.4,8.52
2025-11-08 05:47:11,conv_017,info_search,comb_11,hybrid_s1d2_force,success,,25.0,0.833,0.727,4.0,0.967,81.12,15.34
2025-11-08 05:19:49,conv_017,info_search,comb_12,hybrid_d1s2_radial,success,,18.0,0.917,0.689,4.0,0.995,80.81,10.44
2025-11-08 05:25:59,conv_017,info_search,comb_13,hybrid_str1d2_radial,success,,22.0,0.845,0.785,4.0,0.818,87.74,9.02
2025-11-08 05:22:37,conv_017,info_search,comb_14,hybrid_d1str2_timeline,success,,21.0,0.952,0.854,4.0,0.939,85.8,9.19
2025-11-08 05:27:21,conv_017,info_search,comb_15,hybrid_all_hier,success,,19.0,0.965,0.856,3.0,0.939,88.53,8.75
2025-11-08 05:43:01,conv_018,info_search,comb_01,simple_hierarchical,success,,21.0,0.935,0.795,3.0,0.809,78.36,5.43
2025-11-08 05:15:49,conv_018,info_search,comb_02,simple_force,success,,11.0,0.952,0.479,3.0,0.997,50.33,5.86
2025-11-08 05:34:00,conv_018,info_search,comb_03,simple_radial,success,,14.0,0.856,0.611,4.0,0.956,69.77,3.76
2025-11-08 05:49:13,conv_018,info_search,comb_04,detailed_hierarchical,success,,29.0,0.937,0.789,4.0,0.855,81.73,10.61
2025-11-08 05:24:49,conv_018,info_search,comb_05,detailed_force,success,,21.0,0.809,0.82,3.0,0.837,82.26,7.75
2025-11-08 05:15:51,conv_018,info_search,comb_06,detailed_radial,success,,26.0,0.899,0.806,6.0,0.79,82.57,8.01
2025-11-08 05:55:36,conv_018,info_search,comb_07,strict_hierarchical,success,,23.0,0.983,0.672,5.0,0.97,72.17,17.65
2025-11-08 06:00:38,conv_018,info_search,comb_08,strict_force,success,,24.0,0.816,0.91,4.0,0.927,87.96,10.5
2025-11-08 05:15:34,conv_018,info_search,comb_09,strict_timeline,success,,19.0,0.88,0.76,2.0,0.803,76.33,9.46
2025-11-08 05:19:11,conv_018,info_search,comb_10,hybrid_s1d2_hier,success,,16.0,0.896,0.757,5.0,0.997,86.21,8.3
2025-11-08 05:39:48,conv_018,info_search,comb_11,hybrid_s1d2_force,success,,26.0,0.863,0.769,3.0,0.948,87.75,10.3
2025-11-08 05:27:05,conv_018,info_search,comb_12,hybrid_d1s2_radial,success,,19.0,0.959,0.79,5.0,0.825,88.07,11.9
2025-11-08 05:20:14,conv_018,info_search,comb_13,hybrid_str1d2_radial,success,,14.0,0.909,0.778,4.0,0.905,86.78,10.23
2025-11-08 05:46:02,conv_018,info_search,comb_14,hybrid_d1str2_timeline,success,,15.0,0.988,0.806,4.0,0.863,84.33,9.52
2025-11-08 05:51:36,conv_018,info_search,comb_15,hybrid_all_hier,success,,9.0,0.674,0.615,5.0,0.864,68.33,10.65
2025-11-08 05:37:34,conv_019,info_search,comb_01,simple_hierarchical,success,,16.0,0.997,0.574,4.0,0.888,67.55,6.92
2025-11-08 05:18:25,conv_019,info_search,comb_02,simple_force,success,,15.0,0.916,0.767,4.0,0.859,82.48,4.6
2025-11-08 05:45:13,conv_019,info_search,comb_03,simple_radial,success,,14.0,0.859,0.651,6.0,0.619,68.05,4.62
2025-11-08 05:22:32,conv_019,info_search,comb_04,detailed_hierarchical,success,,27.0,0.966,0.702,3.0,0.926,81.11,9.28
2025-11-08 06:01:03,conv_019,info_search,comb_05,detailed_force,success,,16.0,0.896,0.599,4.0,0.924,59.21,8.21
2025-11-08 05:58:03,conv_019,info_search,comb_06,detailed_radial,success,,16.0,0.892,0.756,2.0,0.967,75.54,6.43
2025-11-08 05:28:44,conv_019,info_search,comb_07,strict_hierarchical,success,,21.0,0.833,0.729,3.0,0.925,78.18,10.76
2025-11-08 05:24:59,conv_019,info_search,comb_08,strict_force,success,,19.0,0.888,0.689,3.0,0.948,78.01,8.89
2025-11-08 05:57:49,conv_019,info_search,comb_09,strict_timeline,success,,24.0,0.999,0.685,4.0,0.81,76.97,12.16
2025-11-08 05:18:19,conv_019,info_search,comb_10,hybrid_s1d2_hier,success,,24.0,0.815,0.742,2.0,0.959,83.94,9.88
2025-11-08 05:19:08,conv_019,info_search,comb_11,hybrid_s1d2_force,success,,25.0,0.883,0.783,2.0,0.804,79.89,14.62
2025-11-08 05:18:22,conv_019,info_search,comb_12,hybrid_d1s2_radial,success,,21.0,0.918,0.663,3.0,0.926,76.01,9.69
2025-11-08 05:50:25,conv_019,info_search,comb_13,hybrid_str1d2_radial,success,,18.0,0.839,0.854,2.0,0.967,84.37,10.98
2025-11-08 05:59:31,conv_019,info_search,comb_14,hybrid_d1str2_timeline,success,,5.0,0.699,0.746,3.0,0.879,85.06,9.81
2025-11-08 05:40:41,conv_019,info_search,comb_15,hybrid_all_hier,success,,35.0,0.628,0.789,3.0,0.965,88.48,7.85
