timestamp,conversation_id,conversation_type,conversation_turns,combination_id,combination_name,stage1_session,stage2_context,stage3_keyword,stage4_layout,status,error,node_count,node_score,keyword_overlap,max_depth,depth_score,total_score,execution_time_sec
2025-11-08 05:30:12,conv_009,learning_long,43,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,12.0,0.96,0.753,2.0,0.808,79.61,10.34
2025-11-08 05:51:44,conv_010,learning_long,35,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,23.0,0.856,0.773,5.0,0.941,75.43,5.25
2025-11-08 05:32:47,conv_010,learning_long,35,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,9.0,0.597,0.536,4.0,0.975,62.32,6.69
2025-11-08 05:55:30,conv_010,learning_long,35,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,23.0,0.915,0.733,4.0,0.844,74.68,4.96
2025-11-08 05:49:20,conv_010,learning_long,35,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,17.0,0.928,0.828,4.0,0.877,84.06,8.54
2025-11-08 05:46:01,conv_010,learning_long,35,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,15.0,0.809,0.669,2.0,0.89,76.25,6.39
2025-11-08 05:46:46,conv_010,learning_long,35,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,20.0,0.857,0.745,4.0,0.914,79.01,8.58
2025-11-08 05:41:06,conv_010,learning_long,35,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,18.0,0.94,0.847,2.0,0.878,80.78,12.62
2025-11-08 05:53:56,conv_010,learning_long,35,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,23.0,0.808,0.898,3.0,0.823,87.64,8.8
2025-11-08 05:34:08,conv_010,learning_long,35,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,11.0,0.919,0.656,3.0,0.828,76.99,11.11
2025-11-08 05:35:07,conv_010,learning_long,35,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,31.0,0.58,0.765,4.0,0.825,88.23,10.74
2025-11-08 05:48:30,conv_010,learning_long,35,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,23.0,0.889,0.755,3.0,0.89,74.82,9.26
2025-11-08 05:51:34,conv_010,learning_long,35,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,18.0,0.929,0.649,2.0,0.869,75.58,8.79
2025-11-08 05:48:28,conv_010,learning_long,35,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,9.0,0.387,0.88,2.0,0.821,84.04,9.79
2025-11-08 05:57:46,conv_010,learning_long,35,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,8.0,0.425,0.635,4.0,0.858,72.2,12.51
2025-11-08 05:47:55,conv_010,learning_long,35,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,10.0,0.911,0.698,4.0,0.849,72.81,11.35
2025-11-08 05:41:19,conv_011,learning_long,35,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,14.0,0.909,0.659,5.0,1.0,74.61,4.33
2025-11-08 05:53:15,conv_011,learning_long,35,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,12.0,0.971,0.632,4.0,0.846,63.67,9.85
2025-11-08 05:57:00,conv_011,learning_long,35,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,15.0,0.855,0.743,4.0,0.83,72.46,5.42
2025-11-08 05:55:57,conv_011,learning_long,35,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,19.0,0.898,0.71,3.0,0.979,73.53,6.18
2025-11-08 05:44:21,conv_011,learning_long,35,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,22.0,0.848,0.605,3.0,0.89,66.36,8.8
2025-11-08 05:32:29,conv_011,learning_long,35,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,13.0,0.961,0.733,5.0,0.906,80.91,8.46
2025-11-08 06:00:15,conv_011,learning_long,35,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,20.0,0.94,0.767,5.0,0.898,88.08,8.61
2025-11-08 05:34:00,conv_011,learning_long,35,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,28.0,0.941,0.721,3.0,0.942,83.86,11.45
2025-11-08 05:38:17,conv_011,learning_long,35,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,16.0,0.968,0.761,4.0,0.807,79.34,11.35
2025-11-08 05:37:43,conv_011,learning_long,35,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,21.0,0.893,0.746,4.0,0.961,83.14,11.48
2025-11-08 05:47:32,conv_011,learning_long,35,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,13.0,0.811,0.825,6.0,0.5,82.5,9.31
2025-11-08 05:57:04,conv_011,learning_long,35,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,failed,timeout,,,,,,,7.64
2025-11-08 05:34:58,conv_011,learning_long,35,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,24.0,0.989,0.756,4.0,0.875,80.87,13.61
2025-11-08 05:35:15,conv_011,learning_long,35,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,27.0,0.993,0.868,2.0,0.935,86.63,12.67
2025-11-08 05:51:37,conv_011,learning_long,35,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,13.0,0.954,0.684,5.0,0.954,80.36,9.57
2025-11-08 05:39:08,conv_012,brainstorming,15,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,8.0,0.355,0.735,3.0,0.947,74.99,10.66
2025-11-08 05:34:26,conv_012,brainstorming,15,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,21.0,0.956,0.729,4.0,0.938,75.99,5.06
2025-11-08 05:33:54,conv_012,brainstorming,15,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,26.0,0.891,0.662,2.0,0.904,73.31,9.65
2025-11-08 05:36:51,conv_012,brainstorming,15,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,failed,validation_error,,,,,,,4.3
2025-11-08 05:44:23,conv_012,brainstorming,15,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,10.0,0.914,0.746,4.0,0.929,77.37,12.82
2025-11-08 05:57:15,conv_012,brainstorming,15,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,17.0,0.949,0.707,4.0,0.992,74.82,10.18
2025-11-08 05:57:37,conv_012,brainstorming,15,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,15.0,0.828,0.795,3.0,0.829,81.62,11.26
2025-11-08 05:54:22,conv_012,brainstorming,15,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,21.0,0.812,0.749,4.0,0.899,85.13,10.69
2025-11-08 05:34:50,conv_012,brainstorming,15,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,21.0,0.986,0.814,3.0,0.833,81.21,11.04
2025-11-08 05:41:09,conv_012,brainstorming,15,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,15.0,0.803,0.646,3.0,0.946,75.71,8.7
2025-11-08 05:55:43,conv_012,brainstorming,15,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,9.0,0.613,0.852,3.0,0.954,81.76,10.03
2025-11-08 05:40:58,conv_012,brainstorming,15,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,17.0,0.806,0.75,4.0,0.858,79.31,8.56
2025-11-08 06:03:12,conv_012,brainstorming,15,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,23.0,0.871,0.897,4.0,0.877,88.99,10.68
2025-11-08 06:02:53,conv_012,brainstorming,15,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,22.0,0.845,0.829,5.0,0.916,88.53,8.9
2025-11-08 05:58:28,conv_012,brainstorming,15,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,17.0,0.895,0.85,4.0,0.841,89.53,9.54
2025-11-08 05:35:05,conv_013,brainstorming,12,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,12.0,0.965,0.644,2.0,0.908,67.57,5.97
2025-11-08 05:48:00,conv_013,brainstorming,12,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,16.0,0.995,0.582,4.0,0.802,64.99,4.89
2025-11-08 05:58:13,conv_013,brainstorming,12,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,14.0,0.854,0.674,4.0,0.881,77.02,5.46
2025-11-08 05:59:26,conv_013,brainstorming,12,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,17.0,0.926,0.632,2.0,0.92,66.77,8.5
2025-11-08 05:37:45,conv_013,brainstorming,12,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,24.0,0.892,0.756,5.0,0.825,73.06,10.85
2025-11-08 05:45:56,conv_013,brainstorming,12,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,25.0,0.887,0.779,2.0,0.876,81.12,8.02
2025-11-08 05:47:24,conv_013,brainstorming,12,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,25.0,0.909,0.924,3.0,0.886,88.6,10.81
2025-11-08 05:50:50,conv_013,brainstorming,12,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,16.0,0.9,0.751,5.0,0.987,86.96,12.67
2025-11-08 05:43:04,conv_013,brainstorming,12,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,22.0,0.886,0.8,4.0,0.814,77.99,11.99
2025-11-08 05:44:29,conv_013,brainstorming,12,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,22.0,0.934,0.826,5.0,0.884,84.63,10.35
2025-11-08 05:44:18,conv_013,brainstorming,12,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,27.0,0.941,0.722,2.0,0.88,77.28,8.47
2025-11-08 05:41:59,conv_013,brainstorming,12,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,19.0,0.815,0.828,6.0,0.528,79.57,11.07
2025-11-08 05:44:15,conv_013,brainstorming,12,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,9.0,0.408,0.779,4.0,0.989,80.34,9.41
2025-11-08 05:40:28,conv_013,brainstorming,12,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,27.0,0.882,0.764,4.0,0.987,89.57,10.28
2025-11-08 06:00:57,conv_013,brainstorming,12,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,20.0,0.963,0.756,3.0,0.918,79.39,10.16
2025-11-08 05:57:35,conv_014,brainstorming,11,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,12.0,0.854,0.601,5.0,0.871,66.84,5.7
2025-11-08 05:56:16,conv_014,brainstorming,11,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,23.0,0.879,0.694,5.0,0.948,72.82,5.05
2025-11-08 05:37:51,conv_014,brainstorming,11,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,16.0,0.933,0.749,4.0,0.882,74.35,8.45
2025-11-08 05:53:15,conv_014,brainstorming,11,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,22.0,0.84,0.826,5.0,0.811,85.38,9.29
2025-11-08 06:08:40,conv_014,brainstorming,11,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,15.0,0.814,0.625,4.0,0.949,70.41,8.95
2025-11-08 06:04:34,conv_014,brainstorming,11,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,14.0,0.975,0.632,5.0,0.991,62.24,7.92
2025-11-08 05:48:32,conv_014,brainstorming,11,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,18.0,0.935,0.899,5.0,0.892,88.33,8.75
2025-11-08 06:01:58,conv_014,brainstorming,11,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,26.0,0.859,0.724,2.0,0.883,75.54,11.91
2025-11-08 06:07:58,conv_014,brainstorming,11,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,14.0,0.849,0.657,4.0,0.844,72.69,15.44
2025-11-08 05:51:12,conv_014,brainstorming,11,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,5.0,0.648,0.906,2.0,0.899,92.77,12.56
2025-11-08 05:52:12,conv_014,brainstorming,11,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,27.0,0.971,0.833,3.0,0.912,84.59,9.11
2025-11-08 05:36:33,conv_014,brainstorming,11,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,7.0,0.617,0.806,3.0,0.964,85.77,9.13
2025-11-08 05:54:12,conv_014,brainstorming,11,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,18.0,0.949,0.825,4.0,0.93,80.88,9.58
2025-11-08 05:52:28,conv_014,brainstorming,11,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,15.0,0.874,0.755,4.0,0.809,80.1,9.0
2025-11-08 06:11:08,conv_014,brainstorming,11,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,15.0,0.885,0.775,5.0,0.935,80.78,9.99
2025-11-08 06:01:22,conv_015,brainstorming,15,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,25.0,0.971,0.665,4.0,0.877,69.36,5.55
2025-11-08 05:43:35,conv_015,brainstorming,15,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,10.0,0.89,0.698,2.0,0.854,66.98,6.35
2025-11-08 06:00:46,conv_015,brainstorming,15,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,7.0,0.565,0.647,4.0,0.892,63.83,11.13
2025-11-08 06:06:40,conv_015,brainstorming,15,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,8.0,0.655,0.729,5.0,0.972,71.79,8.41
2025-11-08 05:56:29,conv_015,brainstorming,15,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,21.0,0.993,0.777,3.0,1.0,76.53,8.33
2025-11-08 05:38:29,conv_015,brainstorming,15,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,21.0,0.803,0.695,3.0,0.941,69.28,7.78
2025-11-08 05:37:14,conv_015,brainstorming,15,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,26.0,0.935,0.682,6.0,0.569,77.7,11.8
2025-11-08 06:13:00,conv_015,brainstorming,15,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,19.0,0.935,0.849,3.0,0.822,86.14,13.16
2025-11-08 06:01:43,conv_015,brainstorming,15,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,22.0,0.883,0.747,4.0,0.891,83.86,11.18
2025-11-08 05:38:01,conv_015,brainstorming,15,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,20.0,0.898,0.824,3.0,0.915,88.55,9.43
2025-11-08 06:13:26,conv_015,brainstorming,15,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,16.0,0.921,0.762,5.0,0.9,74.27,13.3
2025-11-08 06:08:54,conv_015,brainstorming,15,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,28.0,0.988,0.812,4.0,0.87,80.75,10.48
2025-11-08 05:53:10,conv_015,brainstorming,15,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,16.0,0.895,0.681,5.0,0.82,79.04,7.41
2025-11-08 06:09:16,conv_015,brainstorming,15,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,27.0,0.813,0.727,4.0,0.98,81.45,9.84
2025-11-08 05:40:44,conv_015,brainstorming,15,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,20.0,0.896,0.743,5.0,0.925,73.86,8.3
2025-11-08 05:56:09,conv_016,info_search,13,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,20.0,0.933,0.69,5.0,0.968,68.6,12.64
2025-11-08 06:13:35,conv_016,info_search,13,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,17.0,0.872,0.789,3.0,0.825,77.19,6.65
2025-11-08 06:14:22,conv_016,info_search,13,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,15.0,0.994,0.686,4.0,0.826,66.15,8.2
2025-11-08 05:44:43,conv_016,info_search,13,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,15.0,0.988,0.889,2.0,0.946,86.4,9.12
2025-11-08 05:51:50,conv_016,info_search,13,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,28.0,0.811,0.756,2.0,0.83,81.7,7.55
2025-11-08 05:58:02,conv_016,info_search,13,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,17.0,0.893,0.723,5.0,0.897,72.2,8.76
2025-11-08 06:02:45,conv_016,info_search,13,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,6.0,0.546,0.867,4.0,0.81,83.96,8.19
2025-11-08 06:12:54,conv_016,info_search,13,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,15.0,0.922,0.737,2.0,0.922,81.3,10.4
2025-11-08 05:40:44,conv_016,info_search,13,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,10.0,0.95,0.644,5.0,0.955,68.8,10.04
2025-11-08 06:18:25,conv_016,info_search,13,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,23.0,0.989,0.787,4.0,0.87,76.61,11.8
2025-11-08 05:52:46,conv_016,info_search,13,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,23.0,0.828,0.698,2.0,0.818,76.45,15.95
2025-11-08 06:17:58,conv_016,info_search,13,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,13.0,0.89,0.827,3.0,0.849,80.04,8.45
2025-11-08 06:06:34,conv_016,info_search,13,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,29.0,0.88,0.824,4.0,0.951,80.19,8.52
2025-11-08 05:57:25,conv_016,info_search,13,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,18.0,0.823,0.824,4.0,0.947,83.5,8.96
2025-11-08 06:03:39,conv_016,info_search,13,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,16.0,0.913,0.586,3.0,0.882,59.67,10.38
2025-11-08 05:43:13,conv_017,info_search,8,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,17.0,0.94,0.647,5.0,0.835,66.45,5.97
2025-11-08 05:51:45,conv_017,info_search,8,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,27.0,0.845,0.636,2.0,0.828,65.33,6.47
2025-11-08 05:42:28,conv_017,info_search,8,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,21.0,0.913,0.646,5.0,0.962,72.87,6.91
2025-11-08 05:55:49,conv_017,info_search,8,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,30.0,0.807,0.745,4.0,0.85,78.79,7.56
2025-11-08 06:19:25,conv_017,info_search,8,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,16.0,0.93,0.584,3.0,0.881,65.2,9.75
2025-11-08 06:14:44,conv_017,info_search,8,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,14.0,0.932,0.739,4.0,0.911,85.54,7.32
2025-11-08 06:10:25,conv_017,info_search,8,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,5.0,0.427,0.722,4.0,0.906,79.64,10.97
2025-11-08 05:58:19,conv_017,info_search,8,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,25.0,0.876,0.819,3.0,0.85,79.32,11.39
2025-11-08 05:49:07,conv_017,info_search,8,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,12.0,0.842,0.852,5.0,0.961,83.37,13.61
2025-11-08 05:57:23,conv_017,info_search,8,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,13.0,0.845,0.815,5.0,0.883,89.4,8.52
2025-11-08 06:13:18,conv_017,info_search,8,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,25.0,0.833,0.727,4.0,0.967,81.12,15.34
2025-11-08 05:45:57,conv_017,info_search,8,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,18.0,0.917,0.689,4.0,0.995,80.81,10.44
2025-11-08 05:52:06,conv_017,info_search,8,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,22.0,0.845,0.785,4.0,0.818,87.74,9.02
2025-11-08 05:48:44,conv_017,info_search,8,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,21.0,0.952,0.854,4.0,0.939,85.8,9.19
2025-11-08 05:53:29,conv_017,info_search,8,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,19.0,0.965,0.856,3.0,0.939,88.53,8.75
2025-11-08 06:09:08,conv_018,info_search,11,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,21.0,0.935,0.795,3.0,0.809,78.36,5.43
2025-11-08 05:41:56,conv_018,info_search,11,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,11.0,0.952,0.479,3.0,0.997,50.33,5.86
2025-11-08 06:00:08,conv_018,info_search,11,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,14.0,0.856,0.611,4.0,0.956,69.77,3.76
2025-11-08 06:15:21,conv_018,info_search,11,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,29.0,0.937,0.789,4.0,0.855,81.73,10.61
2025-11-08 05:50:56,conv_018,info_search,11,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,21.0,0.809,0.82,3.0,0.837,82.26,7.75
2025-11-08 05:41:58,conv_018,info_search,11,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,26.0,0.899,0.806,6.0,0.79,82.57,8.01
2025-11-08 06:21:44,conv_018,info_search,11,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,23.0,0.983,0.672,5.0,0.97,72.17,17.65
2025-11-08 06:26:46,conv_018,info_search,11,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,24.0,0.816,0.91,4.0,0.927,87.96,10.5
2025-11-08 05:41:41,conv_018,info_search,11,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,19.0,0.88,0.76,2.0,0.803,76.33,9.46
2025-11-08 05:45:18,conv_018,info_search,11,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,16.0,0.896,0.757,5.0,0.997,86.21,8.3
2025-11-08 06:05:56,conv_018,info_search,11,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,26.0,0.863,0.769,3.0,0.948,87.75,10.3
2025-11-08 05:53:13,conv_018,info_search,11,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,19.0,0.959,0.79,5.0,0.825,88.07,11.9
2025-11-08 05:46:21,conv_018,info_search,11,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,14.0,0.909,0.778,4.0,0.905,86.78,10.23
2025-11-08 06:12:09,conv_018,info_search,11,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,15.0,0.988,0.806,4.0,0.863,84.33,9.52
2025-11-08 06:17:43,conv_018,info_search,11,comb_15,hybrid_all_hier,v2_detailed,d2_detailed,tfidf,hierarchical,success,,9.0,0.674,0.615,5.0,0.864,68.33,10.65
2025-11-08 06:03:41,conv_019,info_search,10,comb_01,simple_hierarchical,v1_simple,d1_basic,tfidf,hierarchical,success,,16.0,0.997,0.574,4.0,0.888,67.55,6.92
2025-11-08 05:44:32,conv_019,info_search,10,comb_02,simple_force,v1_simple,d1_basic,tfidf,force,success,,15.0,0.916,0.767,4.0,0.859,82.48,4.6
2025-11-08 06:11:21,conv_019,info_search,10,comb_03,simple_radial,v1_simple,d1_basic,tfidf,radial,success,,14.0,0.859,0.651,6.0,0.619,68.05,4.62
2025-11-08 05:48:40,conv_019,info_search,10,comb_04,detailed_hierarchical,v2_detailed,d2_detailed,tfidf,hierarchical,success,,27.0,0.966,0.702,3.0,0.926,81.11,9.28
2025-11-08 06:27:10,conv_019,info_search,10,comb_05,detailed_force,v2_detailed,d2_detailed,tfidf,force,success,,16.0,0.896,0.599,4.0,0.924,59.21,8.21
2025-11-08 06:24:11,conv_019,info_search,10,comb_06,detailed_radial,v2_detailed,d2_detailed,tfidf,radial,success,,16.0,0.892,0.756,2.0,0.967,75.54,6.43
2025-11-08 05:54:51,conv_019,info_search,10,comb_07,strict_hierarchical,v3_strict,d2_detailed,tfidf,hierarchical,success,,21.0,0.833,0.729,3.0,0.925,78.18,10.76
2025-11-08 05:51:06,conv_019,info_search,10,comb_08,strict_force,v3_strict,d2_detailed,tfidf,force,success,,19.0,0.888,0.689,3.0,0.948,78.01,8.89
2025-11-08 06:23:56,conv_019,info_search,10,comb_09,strict_timeline,v3_strict,d2_detailed,tfidf,timeline,success,,24.0,0.999,0.685,4.0,0.81,76.97,12.16
2025-11-08 05:44:26,conv_019,info_search,10,comb_10,hybrid_s1d2_hier,v1_simple,d2_detailed,tfidf,hierarchical,success,,24.0,0.815,0.742,2.0,0.959,83.94,9.88
2025-11-08 05:45:16,conv_019,info_search,10,comb_11,hybrid_s1d2_force,v1_simple,d2_detailed,tfidf,force,success,,25.0,0.883,0.783,2.0,0.804,79.89,14.62
2025-11-08 05:44:29,conv_019,info_search,10,comb_12,hybrid_d1s2_radial,v2_detailed,d1_basic,tfidf,radial,success,,21.0,0.918,0.663,3.0,0.926,76.01,9.69
2025-11-08 06:16:33,conv_019,info_search,10,comb_13,hybrid_str1d2_radial,v3_strict,d2_detailed,tfidf,radial,success,,18.0,0.839,0.854,2.0,0.967,84.37,10.98
2025-11-08 06:25:38,conv_019,info_search,10,comb_14,hybrid_d1str2_timeline,v2_detailed,d2_detailed,tfidf,timeline,success,,5.0,0.699,0.746,3.0,0.879,85.06,9.81
